,EVALID,PLOTID,STATECD,CONDID,SUBP,STATUSCD,STANDING_DEAD_CD,SPCD,scientific,NBR_STEMS,DIA,TPA_UNADJ,OWNGRPCD,FIA_LANDUSE,ITREE_LANDUSE,LEAF_AREA_ITREE,CROWN_DIEBACK_CD,IS_MAINTAINED_AREA,IS_STREET_TREE,IS_PLANTED
17616,AustinTX2022Curr,1114670,48,1,1,Live,NA,313,Acer negundo,1,8.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3464.843876,0,0,0,2
17617,AustinTX2022Curr,1114639,48,1,12,Live,NA,973,Ulmus crassifolia,1,1.4,74.96528245,Private,Forest land,Unused/Other,43.52706961,5,0,0,2
17618,AustinTX2022Curr,1114639,48,1,1,Live,NA,973,Ulmus crassifolia,2,13.2,6.018046286,Private,Forest land,Unused/Other,2365.066997,0,0,0,2
17619,AustinTX2022Curr,1114639,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.8,6.018046286,Private,Forest land,Unused/Other,996.3968393,0,0,0,2
17620,AustinTX2022Curr,1114639,48,1,12,Live,NA,973,Ulmus crassifolia,1,3.1,74.96528245,Private,Forest land,Unused/Other,224.7161901,5,0,0,2
17621,AustinTX2022Curr,1114793,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,382.7363218,0,0,0,2
17624,AustinTX2022Curr,1114556,48,1,1,Live,NA,731,Platanus occidentalis,1,5.8,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,527.274239,0,1,1,1
17625,AustinTX2022Curr,1114746,48,1,12,Live,NA,61,Juniperus ashei,1,3.3,74.96528245,Private,Recreation/Cemetery,Cemetery/Park/Golf,158.7786678,0,0,0,2
17626,AustinTX2022Curr,1114746,48,1,11,Live,NA,522,Diospyros texana,1,3.2,74.96528245,Private,Recreation/Cemetery,Cemetery/Park/Golf,130.9656202,0,0,0,2
17627,AustinTX2022Curr,1114746,48,1,1,Live,NA,61,Juniperus ashei,4,10,6.018046286,Private,Recreation/Cemetery,Cemetery/Park/Golf,1146.79068,0,0,0,2
17628,AustinTX2022Curr,1114817,48,1,1,Live,NA,461,Celtis laevigata,1,6,6.018046286,StateLocal,Forest land,Unused/Other,768.0347816,5,0,0,2
17629,AustinTX2022Curr,1114734,48,1,1,No Status,NA,838,Quercus virginiana,1,NA,6.018046286,Private,Residential,Residential,NA,NA,NA,NA,NA
17630,AustinTX2022Curr,1114841,48,2,1,Live,NA,973,Ulmus crassifolia,1,9.3,6.018046286,Private,Residential,Residential,1840.108909,0,1,0,2
17631,AustinTX2022Curr,1114721,48,1,1,Dead,No,544,Fraxinus pennsylvanica,1,NA,6.018046286,StateLocal,Forest land,Unused/Other,NA,NA,NA,NA,NA
17632,AustinTX2022Curr,1114721,48,1,1,Live,NA,682,Morus rubra,1,10.4,6.018046286,StateLocal,Forest land,Unused/Other,5030.714757,0,0,0,2
17633,AustinTX2022Curr,1114721,48,1,1,Live,NA,313,Acer negundo,1,6,6.018046286,StateLocal,Forest land,Unused/Other,1280.463334,0,0,0,2
17634,AustinTX2022Curr,1114658,48,1,12,Live,NA,522,Diospyros texana,1,1,74.96528245,StateLocal,Forest land,Unused/Other,24.14319653,0,0,0,2
17635,AustinTX2022Curr,1114658,48,1,1,Dead,Yes,756,Prosopis glandulosa,1,9.7,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17636,AustinTX2022Curr,1114658,48,1,12,Live,NA,462,Celtis occidentalis,1,1.2,74.96528245,StateLocal,Forest land,Unused/Other,53.32031346,0,0,0,2
17637,AustinTX2022Curr,1114649,48,1,1,Live,NA,68,Juniperus virginiana,1,7.7,6.018046286,Private,Residential,Residential,2138.71089,0,1,0,2
17638,AustinTX2022Curr,1114592,48,1,13,Live,NA,838,Quercus virginiana,2,3.6,74.96528245,Private,Forest land,Unused/Other,106.158197,0,0,0,2
17639,AustinTX2022Curr,1114710,48,1,1,Live,NA,8851,Ulmus parvifolia,1,6.3,6.018046286,StateLocal,Commercial/Industrial,Institutional/Commercial,689.9845397,0,1,0,1
17648,AustinTX2022Curr,1114775,48,1,1,Live,NA,61,Juniperus ashei,1,8.2,6.018046286,StateLocal,Forest land,Unused/Other,618.1225537,0,0,0,2
17659,AustinTX2022Curr,1114775,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Unused/Other,264.3241656,0,0,0,2
17660,AustinTX2022Curr,1120061,48,1,1,Live,NA,838,Quercus virginiana,1,8.8,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,1094.00343,0,1,0,1
17661,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,4,10.4,6.018046286,StateLocal,Forest land,Unused/Other,982.9014065,0,0,0,2
17662,AustinTX2022Curr,1114782,48,1,13,Live,NA,7469,Ilex vomitoria,1,1.2,74.96528245,StateLocal,Forest land,Unused/Other,31.70182549,0,0,0,2
17663,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,4,9,6.018046286,StateLocal,Forest land,Unused/Other,687.715447,0,0,0,2
17664,AustinTX2022Curr,1114782,48,1,1,Live,NA,61,Juniperus ashei,1,8.7,6.018046286,StateLocal,Forest land,Unused/Other,845.1115637,0,0,0,2
17682,AustinTX2022Curr,1114782,48,1,1,Dead,Yes,8513,Quercus buckleyi,1,10.3,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17683,AustinTX2022Curr,1114749,48,1,1,Live,NA,61,Juniperus ashei,1,5.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,442.6165754,0,0,0,2
17684,AustinTX2022Curr,1114749,48,1,1,Dead,Yes,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
17694,AustinTX2022Curr,1114640,48,1,1,Live,NA,61,Juniperus ashei,12,16,6.018046286,Private,Forest land,Unused/Other,2369.679481,5,0,0,2
17695,AustinTX2022Curr,1114665,48,2,1,Dead,No,756,Prosopis glandulosa,NA,NA,6.018046286,Private,Agriculture,Agriculture,NA,NA,NA,NA,NA
17713,AustinTX2022Curr,1114680,48,1,1,Live,NA,404,Carya illinoinensis,1,5.7,6.018046286,Private,Residential,Residential,1570.771936,0,1,0,2
17714,AustinTX2022Curr,1114731,48,1,1,Live,NA,993,Melia azedarach,1,6.4,6.018046286,Private,Residential,Residential,1499.135655,0,1,0,1
17715,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,1,7.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,960.2888325,0,0,0,2
17716,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,1,11.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1912.080495,0,0,0,2
17717,AustinTX2022Curr,1114719,48,1,1,Dead,No,973,Ulmus crassifolia,1,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
17718,AustinTX2022Curr,1114719,48,1,1,Dead,Yes,61,Juniperus ashei,1,9.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
17719,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,1,16.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,3700.64576,0,0,0,2
17720,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,1,9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1068.840661,0,0,0,2
17732,AustinTX2022Curr,1114719,48,1,1,Live,NA,61,Juniperus ashei,4,13.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2175.387413,5,0,0,2
17733,AustinTX2022Curr,1114555,48,1,1,Live,NA,823,Quercus macrocarpa,1,5.9,6.018046286,Private,Forest land,Cemetery/Park/Golf,993.3904305,0,0,0,2
17747,AustinTX2022Curr,1120068,48,1,1,Live,NA,994,Triadica sebifera,1,19.2,6.018046286,Private,Residential,Residential,3881.266793,0,1,0,1
17760,AustinTX2022Curr,1114774,48,1,1,Live,NA,61,Juniperus ashei,1,7.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,726.3205533,0,0,0,2
17761,AustinTX2022Curr,1114774,48,1,1,Live,NA,61,Juniperus ashei,1,11.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1136.610372,0,0,0,2
17762,AustinTX2022Curr,1114774,48,1,1,Live,NA,61,Juniperus ashei,1,5.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,360.3108949,0,0,0,2
17763,AustinTX2022Curr,1114774,48,1,1,Live,NA,838,Quercus virginiana,1,6.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,658.0334879,0,0,0,2
17764,AustinTX2022Curr,1114783,48,1,1,Live,NA,61,Juniperus ashei,1,10.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1704.854235,0,0,0,2
17765,AustinTX2022Curr,1114783,48,1,1,Live,NA,8513,Quercus buckleyi,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,859.7931913,0,0,0,2
17766,AustinTX2022Curr,1114783,48,1,1,Live,NA,8513,Quercus buckleyi,1,7.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1441.149917,0,0,0,2
17780,AustinTX2022Curr,1114783,48,1,1,Live,NA,61,Juniperus ashei,1,10.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,2593.246825,0,0,0,2
17781,AustinTX2022Curr,1114783,48,1,1,Dead,No,61,Juniperus ashei,NA,NA,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,NA,NA,NA,NA,NA
17782,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,9.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,706.1643538,0,0,0,2
17783,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,266.7548496,0,0,0,2
17784,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,3,8.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,402.020666,0,0,0,2
17785,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,5.7,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,338.246571,0,0,0,2
17802,AustinTX2022Curr,1114768,48,1,1,Live,NA,61,Juniperus ashei,1,5.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,239.3937334,10,0,0,2
17803,AustinTX2022Curr,1114706,48,1,1,Live,NA,8222,Pittosporum tobira,1,5,6.018046286,Private,Residential,Residential,169.875493,0,1,0,1
17812,AustinTX2022Curr,1114751,48,1,1,Live,NA,8513,Quercus buckleyi,3,13,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,3072.380299,0,1,0,1
17813,AustinTX2022Curr,1114727,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,497.2767625,5,0,0,2
17814,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,1,10.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,845.1835957,0,0,0,2
17815,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,6,13.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1590.923344,5,0,0,2
17816,AustinTX2022Curr,1114791,48,1,1,Live,NA,61,Juniperus ashei,1,7.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,268.8589835,5,0,0,2
17817,AustinTX2022Curr,1114709,48,1,1,Live,NA,7532,Lagerstroemia indica,1,8.9,6.018046286,StateLocal,Rights-of-Way,Residential,445.6542293,0,1,1,1
17818,AustinTX2022Curr,1114669,48,1,1,Live,NA,973,Ulmus crassifolia,1,16.4,6.018046286,Private,Residential,Residential,4999.658544,0,1,0,2
17819,AustinTX2022Curr,1114669,48,1,1,Live,NA,973,Ulmus crassifolia,1,6.8,6.018046286,Private,Residential,Residential,903.1370094,0,1,0,2
17820,AustinTX2022Curr,1114669,48,1,11,Live,NA,7577,Ligustrum japonicum,1,2.9,74.96528245,Private,Residential,Residential,137.6094346,0,1,0,2
17821,AustinTX2022Curr,1114669,48,1,1,Live,NA,973,Ulmus crassifolia,1,17.4,6.018046286,Private,Residential,Residential,7331.956264,0,1,0,2
17823,AustinTX2022Curr,1114601,48,1,1,Live,NA,7577,Ligustrum japonicum,5,15.6,6.018046286,Private,Multi-family,Multi-family,3326.084172,5,1,0,2
17824,AustinTX2022Curr,1114565,48,1,12,Live,NA,973,Ulmus crassifolia,1,2.5,74.96528245,StateLocal,Residential,Residential,180.8741879,0,0,0,2
17825,AustinTX2022Curr,1114727,48,1,1,Live,NA,61,Juniperus ashei,2,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,349.9529108,0,0,0,2
17826,AustinTX2022Curr,1120066,48,1,1,Live,NA,973,Ulmus crassifolia,1,10.5,6.018046286,Private,Residential,Residential,2771.636463,15,1,0,2
17827,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,838,Quercus virginiana,1,6.8,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17828,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,61,Juniperus ashei,2,11,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17829,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,61,Juniperus ashei,2,6.8,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17830,AustinTX2022Curr,1114696,48,1,1,Removed,NA,756,Prosopis glandulosa,NA,NA,6.018046286,Private,Multi-family,Multi-family,NA,NA,NA,NA,NA
17831,AustinTX2022Curr,1114786,48,1,1,Live,NA,61,Juniperus ashei,2,8.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,439.0709228,0,0,0,2
17832,AustinTX2022Curr,1114786,48,1,1,Dead,Yes,61,Juniperus ashei,1,8.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,2
17839,AustinTX2022Curr,1114772,48,1,1,Live,NA,61,Juniperus ashei,1,6.2,6.018046286,StateLocal,Forest land,Unused/Other,507.1713916,0,0,0,2
17840,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17841,AustinTX2022Curr,1114772,48,1,1,Dead,Yes,838,Quercus virginiana,1,6.9,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,2
17842,AustinTX2022Curr,1114772,48,1,1,Dead,No,61,Juniperus ashei,NA,NA,6.018046286,StateLocal,Forest land,Unused/Other,NA,NA,NA,NA,NA
17843,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,1,8.4,6.018046286,Private,Forest land,Unused/Other,791.230087,0,0,0,2
17844,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,4,7.4,6.018046286,Private,Forest land,Unused/Other,292.4411988,0,0,0,2
17845,AustinTX2022Curr,1114771,48,1,1,Live,NA,61,Juniperus ashei,1,8.5,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,496.8208098,0,0,0,2
17846,AustinTX2022Curr,1114771,48,1,1,Live,NA,61,Juniperus ashei,2,9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,526.7249639,0,0,0,2
17847,AustinTX2022Curr,1114762,48,2,1,Live,NA,61,Juniperus ashei,1,17.9,6.018046286,Private,Residential,Residential,2630.996919,0,1,0,2
17848,AustinTX2022Curr,1114762,48,1,1,Dead,No,61,Juniperus ashei,NA,NA,6.018046286,Private,Forest land,Unused/Other,NA,NA,NA,NA,NA
17849,AustinTX2022Curr,1114762,48,1,1,Dead,No,61,Juniperus ashei,NA,NA,6.018046286,Private,Forest land,Unused/Other,NA,NA,NA,NA,NA
17850,AustinTX2022Curr,1114762,48,1,1,Live,NA,61,Juniperus ashei,1,9.4,6.018046286,Private,Forest land,Unused/Other,503.1155339,0,0,0,2
17856,AustinTX2022Curr,1114763,48,1,1,Live,NA,61,Juniperus ashei,1,13.7,6.018046286,Private,Forest land,Unused/Other,1246.507706,5,0,0,2
17857,AustinTX2022Curr,1114766,48,2,11,Live,NA,61,Juniperus ashei,1,4,74.96528245,Private,Forest land,Unused/Other,152.2102649,0,0,0,2
17858,AustinTX2022Curr,1114739,48,1,1,Live,NA,61,Juniperus ashei,1,5.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,258.2109876,5,0,0,2
17859,AustinTX2022Curr,1114739,48,1,1,Live,NA,838,Quercus virginiana,1,5.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,465.3193392,0,0,0,2
17860,AustinTX2022Curr,1114739,48,1,1,Live,NA,61,Juniperus ashei,1,6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,536.128933,0,0,0,2
17866,AustinTX2022Curr,1114801,48,1,1,Live,NA,61,Juniperus ashei,1,6.6,6.018046286,Private,Forest land,Unused/Other,215.8869999,0,0,0,2
17867,AustinTX2022Curr,1114801,48,2,1,Live,NA,5491,Fraxinus berlandieriana,2,11.9,6.018046286,Private,Residential,Residential,4005.295236,10,1,0,1
17868,AustinTX2022Curr,1114801,48,1,14,Live,NA,838,Quercus virginiana,1,3.1,74.96528245,Private,Forest land,Unused/Other,124.7754751,5,0,0,2
17869,AustinTX2022Curr,1114832,48,1,1,Live,NA,61,Juniperus ashei,1,7.2,6.018046286,Private,Forest land,Unused/Other,279.4163236,0,0,0,2
17870,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,1,9.2,6.018046286,Private,Forest land,Unused/Other,649.9395348,0,0,0,2
17871,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,10,18,6.018046286,Private,Forest land,Unused/Other,2916.765504,5,0,0,2
17872,AustinTX2022Curr,1114805,48,1,1,Live,NA,61,Juniperus ashei,1,7.7,6.018046286,Private,Forest land,Unused/Other,316.3075406,5,0,0,2
17873,AustinTX2022Curr,1114655,48,1,1,Live,NA,461,Celtis laevigata,1,11.2,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,4699.722419,0,0,0,2
17874,AustinTX2022Curr,1114659,48,1,13,Live,NA,994,Triadica sebifera,1,3.9,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,160.917149,5,0,0,2
17875,AustinTX2022Curr,1114659,48,1,13,Live,NA,994,Triadica sebifera,1,1.5,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,60.01230208,0,0,0,2
17881,AustinTX2022Curr,1114805,48,1,11,Live,NA,838,Quercus virginiana,2,4.3,74.96528245,Private,Forest land,Unused/Other,202.493597,5,0,0,2
20284,AustinTX2022Curr,1114802,48,1,12,Live,NA,61,Juniperus ashei,1,4.1,74.96528245,Private,Forest land,Unused/Other,180.7050662,0,0,0,NA
20285,AustinTX2022Curr,1114802,48,1,1,Dead,Yes,61,Juniperus ashei,1,9.2,6.018046286,Private,Forest land,Unused/Other,0,NA,0,0,NA
20286,AustinTX2022Curr,1114802,48,1,1,Live,NA,61,Juniperus ashei,1,7.9,6.018046286,Private,Forest land,Unused/Other,665.492077,0,0,0,NA
20287,AustinTX2022Curr,1114803,48,1,1,Live,NA,61,Juniperus ashei,2,5.1,6.018046286,Private,Forest land,Unused/Other,151.0135968,5,0,0,NA
20288,AustinTX2022Curr,1114803,48,1,1,Live,NA,61,Juniperus ashei,1,9.1,6.018046286,Private,Forest land,Unused/Other,713.5949573,5,0,0,NA
20299,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,15.71624974,95,0,0,NA
20300,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,1,5.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,232.0869819,0,0,0,NA
20301,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,5,8.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,402.1577055,10,0,0,NA
20302,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,1,11.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1217.66857,5,0,0,NA
20303,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,1,11.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,945.8331008,10,0,0,NA
20304,AustinTX2022Curr,1114809,48,1,1,Live,NA,61,Juniperus ashei,5,16.1,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,90.29326864,95,0,0,NA
20306,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,1,11.4,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,805.0698585,0,0,0,NA
20307,AustinTX2022Curr,1114788,48,1,1,Dead,Yes,61,Juniperus ashei,1,7.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,NA
20308,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,1,14.8,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1909.02346,5,0,0,NA
20309,AustinTX2022Curr,1114788,48,1,1,Live,NA,61,Juniperus ashei,3,7.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,275.5745602,5,0,0,NA
20310,AustinTX2022Curr,1114788,48,1,1,Dead,Yes,61,Juniperus ashei,1,6.3,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,0,NA,0,0,NA
20311,AustinTX2022Curr,1114700,48,1,1,Live,NA,834,Quercus shumardii,1,5.8,6.018046286,Private,Residential,Residential,903.440413,0,1,0,1
20312,AustinTX2022Curr,1114728,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,952.306699,5,0,0,NA
20313,AustinTX2022Curr,1114728,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.2,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,709.221903,5,0,0,NA
20314,AustinTX2022Curr,1114728,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.6,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,1577.933952,5,0,0,NA
20321,AustinTX2022Curr,1114730,48,1,13,Live,NA,973,Ulmus crassifolia,3,4.7,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,380.0327782,0,0,0,NA
20322,AustinTX2022Curr,1114730,48,1,12,Live,NA,461,Celtis laevigata,1,3.5,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,283.9853279,0,0,0,NA
20323,AustinTX2022Curr,1114730,48,1,14,Live,NA,461,Celtis laevigata,1,2.9,74.96528245,StateLocal,Forest land,Cemetery/Park/Golf,216.2351617,0,0,0,NA
20328,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,1,6.8,6.018046286,Private,Forest land,Unused/Other,370.1826153,0,0,0,NA
20329,AustinTX2022Curr,1114757,48,1,1,Live,NA,61,Juniperus ashei,1,5.8,6.018046286,Private,Forest land,Unused/Other,158.1667779,0,0,0,NA
20332,AustinTX2022Curr,1114770,48,3,1,Live,NA,61,Juniperus ashei,1,11.5,6.018046286,StateLocal,Forest land,Unused/Other,1356.927806,0,0,0,NA
20333,AustinTX2022Curr,1114770,48,3,1,Live,NA,61,Juniperus ashei,1,8.5,6.018046286,StateLocal,Forest land,Unused/Other,767.700698,0,0,0,NA
20334,AustinTX2022Curr,1114770,48,3,1,Live,NA,61,Juniperus ashei,1,5.8,6.018046286,StateLocal,Forest land,Unused/Other,294.8685062,0,0,0,NA
20351,AustinTX2022Curr,1114760,48,1,1,Live,NA,602,Juglans nigra,1,14.9,6.018046286,StateLocal,Forest land,Cemetery/Park/Golf,5568.327337,0,0,0,NA
20352,AustinTX2022Curr,1114829,48,1,1,Live,NA,61,Juniperus ashei,1,6.4,6.018046286,Private,Forest land,Unused/Other,497.0008752,5,0,0,NA
20353,AustinTX2022Curr,1114829,48,1,1,Live,NA,838,Quercus virginiana,1,6.8,6.018046286,Private,Forest land,Unused/Other,909.4256483,20,0,0,NA
20355,AustinTX2022Curr,1114795,48,1,1,Dead,Yes,61,Juniperus ashei,1,5.2,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,NA
20356,AustinTX2022Curr,1114795,48,1,1,Dead,Yes,61,Juniperus ashei,2,9.2,6.018046286,StateLocal,Forest land,Unused/Other,0,NA,0,0,NA
20357,AustinTX2022Curr,1114795,48,1,1,Live,NA,61,Juniperus ashei,1,8.6,6.018046286,StateLocal,Forest land,Unused/Other,25.02591348,95,0,0,NA
20370,AustinTX2022Curr,1114781,48,1,1,Live,NA,61,Juniperus ashei,1,8.7,6.018046286,StateLocal,Forest land,Unused/Other,765.0240384,0,0,0,NA
20371,AustinTX2022Curr,1114781,48,1,1,Live,NA,61,Juniperus ashei,1,7.5,6.018046286,StateLocal,Forest land,Unused/Other,430.8116983,0,0,0,NA
20372,AustinTX2022Curr,1114781,48,1,1,Live,NA,61,Juniperus ashei,1,9,6.018046286,StateLocal,Forest land,Unused/Other,508.9828277,0,0,0,NA
20373,AustinTX2022Curr,1114799,48,1,12,Live,NA,61,Juniperus ashei,1,2.3,74.96528245,Private,Forest land,Unused/Other,75.22843443,0,0,0,NA
20374,AustinTX2022Curr,1114799,48,1,1,Live,NA,61,Juniperus ashei,2,8.7,6.018046286,Private,Forest land,Unused/Other,548.1365305,5,0,0,NA
20375,AustinTX2022Curr,1114835,48,1,1,Live,NA,838,Quercus virginiana,1,10.3,6.018046286,Private,Residential,Residential,4528.285899,0,1,0,2
20376,AustinTX2022Curr,1114835,48,1,12,Live,NA,6696,Prunus laurocerasus,1,1.2,74.96528245,Private,Residential,Residential,57.15166271,0,1,0,1
20377,AustinTX2022Curr,1114835,48,1,1,Live,NA,461,Celtis laevigata,1,5.3,6.018046286,Private,Residential,Residential,22.25868557,90,1,0,2
20422,AustinTX2022Curr,1114544,48,1,1,Live,NA,7575,Ligustrum sinense,2,5.3,6.018046286,Private,Residential,Residential,287.9250142,0,1,0,1
20423,AustinTX2022Curr,1114704,48,1,1,Live,NA,61,Juniperus ashei,10,14.1,6.018046286,OtherFederal,Forest land,Unused/Other,1207.169798,0,0,0,2
20424,AustinTX2022Curr,1114704,48,1,1,Live,NA,973,Ulmus crassifolia,1,5.9,6.018046286,OtherFederal,Forest land,Unused/Other,598.075435,0,0,0,2
20425,AustinTX2022Curr,1114747,48,1,1,Live,NA,973,Ulmus crassifolia,1,6.2,6.018046286,Private,Commercial/Industrial,Institutional/Commercial,825.0919533,0,1,0,1
